Level,Spell Name,Spell Description,Skill,Mana,Tag,Class
30,Wailing Vocalization,"Release a wailing shout at your target, dealing 35 Magic Damage, with 150% (L1) to 350% (L60) damage variance. Costs Mana. Shares a cooldown with other Shout abilities.",Singing,,Direct Damage | Magic,Bard
32,Despondent Riffs,"Overwhelm your target with unnerving riffs, dealing 12 (L32) to 20 (L60) Magic Damage every 6 seconds for 18 seconds.",String,0,Damage Over Time | Magic,Bard
33,Harmony of Visions,"Immerse your target in a dreamlike harmony, granting you the ability to see through their eyes.",String,0,Misc.,Bard
36,Entrancing Whisper,"Utter a entrancing whisper at your target, incapacitating them for 4 seconds. This ability shares a cooldown with other Shout abilities.",Singing,,Stun,Bard
40,Dismal Riffs,"Overwhelm your target with unnerving riffs, dealing 20 (L40) to 30 (L60) Magic Damage every 6 seconds for 18 seconds.",String,0,Damage Over Time | Magic,Bard
40,Discordant Vocalization,"Release a discordant shout at your target, dealing 45 Magic Damage, with 150% (L1) to 350% (L60) damage variance. Costs Mana. Shares a cooldown with other Shout abilities.",Singing,,Direct Damage | Magic,Bard
44,Allegro Assai,"Inspire your group with an energetic allegro, increasing their Attack Speed by 40% (L44) to 50% (L48) for 18 seconds.",Singing,0,Melee Haste,Bard
44,Aria De Grave,"Oppress nearby targets with an echoing aria, decreasing their Movement Speed by 40% and Attack Speed by 20% for 18 seconds.",String,0,Snare | Slow,Bard
46,Somnolent Whisper,"Utter a somnolent whisper at your target, incapacitating them for 5 seconds. This ability shares a cooldown with other Shout abilities.",Singing,,Stun,Bard
50,Chaotic Vocalization,"Release a chaotic shout at your target, dealing 55 Magic Damage, with 150% (L1) to 350% (L60) damage variance. Costs Mana. Shares a cooldown with other Shout abilities.",Singing,,Direct Damage | Magic,Bard
56,Hypnotic Whisper,"Utter a hypnotic whisper at your target, incapacitating them for 6 seconds. This ability shares a cooldown with other Shout abilities.",Singing,,Stun,Bard
56,Aria de Larghissimo,"Oppress nearby targets with an echoing aria, decreasing their Movement Speed by 50% and Attack Speed by 25% for 18 seconds.",String,0,Snare | Slow,Bard
60,Molto Allegro,"Inspire your group with an energetic allegro, increasing their Attack Speed by 55% for 18 seconds.",Singing,0,Melee Haste,Bard
60,Thunderous Vocalization,"Release a thunderous shout at your target, dealing 60 Magic Damage, with 150% (L1) to 350% (L60) damage variance. Costs Mana. Shares a cooldown with other Shout abilities.",Singing,,Direct Damage | Magic,Bard
,Tracking,Locate neaby Players/NPC,,,Tracking,Bard
1,Kick,"Interrupting target cast, locking them out of that school of magic for 4 seconds.",Acr,Innate,Interrupt,Fighter
1,Offensive Stance,"Enter Offensive Stance, increasing your damage by 15% and raising your Offense skill by 5.",Val,Innate,(self only),Fighter
1,Rend,"Rends your target for 1 (L1) to 60 (L60) Melee Damage, with 150% (L1) to 350% (L60) Damage Variance. Has 10% chance to reset the cooldown of your Frenzy and Shield Bash abilities. Triggers cooldown of Might abilities. At Level 50 and above, this ability has a chance to double attack.",Mit,Innate,Direct Damage | Physical,Fighter
1,Taunt,"Taunt your target, causing them to focus their attacks on you. Triggers cooldown of Martial abilities.",Mar,Innate,Taunt,Fighter
1,Shoot,Shoots your target with a bow. (requires bow & arrows),Mar,Innate,Direct Damage | Physical,Fighter
1,Throw,Throw a throwing weapon at your target. Requires throwing weapon.,Mar,Innate,Direct Damage | Physical,Fighter
2,Battle Cry,"Strength courses through you as you let loose a Battle Cry, increasing your Strength by 1 (L1) to 15 (L60) for 2 minutes. Triggers cooldown of Martial abilities.",Mar,Innate,(self only),Fighter
3,Charge,"Charge at your enemy, immobilizing them for 1 second.",Mit,Innate,Root,Fighter
4,Defensive Stance,"Enter Defensive Stance, reducing Physical damage against you by 10% and raising your Defense skill by 5.",Val,Innate,Damage Reduction | (self only),Fighter
5,Unnerving Shout,"Let out an unnerving shout at nearby enemies, decreasing their Physical Damage by 5% for 30 seconds. Triggers cooldown of Martial abilities.",Mar,Innate,Damage Reduction,Fighter
6,Armor Break,"Breaks the armor of your target, reducing their AC by 1 (L1) to 26 (L60) for 30 seconds. Stacks 3 times.",Mar,Innate,Physical Damage Vulnerability,Fighter
7,Distracting Taunt,"Taunts point blank targets within 10 meters, causing them to focus their attacks on you. Triggers cooldown of Martial abilities and Melee Global Cooldown.",Mar,Innate,AoE | Taunt,Fighter
8,Clobber,"Clobber your target, applying a Stun for 6 seconds.",Mar,Innate,Stun,Fighter
8,Intimidation,"Intimidates ten of your point blank enemies within 10 meters, causing them to run away in fear for 10 seconds.",Mar,Innate,AoE | Fear,Fighter
9,Defense,"Take up a defensive posture, reducing melee damage dealt to you by 40% for 30 seconds.",Mar,Innate,Damage Reduction | (self only),Fighter
10,Frenzy,"Eviscerate your target with a frenzy of attacks, dealing 20% (L1) to 40% (L60) Weapon Damage plus 1 (L1) to 25 (L60) Physical Damage four times and increasing attack speed by 10% for 1 minute. Rend has a 20% chance to reset the cooldown of this ability.",Mit,Innate,Direct Damage | Physical | Melee Haste | (self only),Fighter
10,Shield Bash,"Bashes your target with your Shield for 1 (L1) to 50 (L60) Physical Damage, and also increasing your threat with the target by 50 (L1) to 500 (L60). Rend has a 10% chance to reset the cooldown of this ability.",Mit,Innate,Direct Damage | Physical | Aggro Gen,Fighter
11,Final Stand,"Take up a final stand, increasing your max health by 25% for 30 seconds.",Mar,Innate,+HP | (self only),Fighter
12,Rallying Shout,"Let out a rallying shout, increasing the max health of your group by 10% for 30 seconds. After this effect expires, you are afflicted by Recently Exhausted, preventing the reapplication of it and certain other Buffs for 20 minutes.",Mar,Innate,AoE | +HP,Fighter
13,Merciless Assault,"Unleash a merciless assault, increasing your Physical Damage dealt by 50% and causing your melee attacks to always land Critical Hits for 12 seconds. If you are Berserk while this ability is active, your melee attacks always land Crippling Blows.",Mar,Innate,Increase Physical Damage | (self only),Fighter
1,Aura of Resistance,"An aura which greatly wards your group from the arcane, increasing their Magic, Cold, Fire, Corruption, and Holy Resistance by 2 (L1) to 30 (L60) and increases Spell Damage Reduction by 5%.",Abj,Innate,Resist | Magic | Cold | Fire | Corruption | Holy | Damage Reduction | AURA,Inquisitor
1,Magic Protection,"Wards your target from the arcane, increasing their Magic Resistance by 5 for 1 hour.",Abj,10,Resist | Magic,Inquisitor
1,Mind Exhaustion,"Exhaust your target, slowing their Casting Speed by 10% for 1 minute.",Alt,8,Slow,Inquisitor
1,Polar Align: North,Magically faces caster North.,Div,5,Misc. | (self only),Inquisitor
1,Shoot,Shoots your target with a bow. (requires bow & arrows),Mar,Innate,Direct Damage | Physical,Inquisitor
1,Slam,"Forcefully slam your target, dealing 100% Weapon Damage plus 1 (L1) to 20 (L60) Physical Damage, and increasing your Threat by 20 (L1) to 200 (L60). Has a chance to stun from behind the target.",Mar,Innate,Direct Damage | Physical | Aggro Gen | Stun,Inquisitor
1,Taunt,"Taunt your target, causing them to focus their attacks on you. Triggers cooldown of Martial abilities.",Mar,Innate,Taunt,Inquisitor
1,Torment,"Torments your target's mental state, causing 3 (L1) to 5 (L4) points of Magic Damage and decreasing their Intelligence, Wisdom, Charisma, and Mana Regeneration by 2.",Alt,7,Direct Damage | Magic | Stat Debuff,Inquisitor
2,Magic Break,"Breaks your target's resistance to the arcane, decreasing their Magic Resistance by 1 (L1) to 4 (L8). This spell is unresistable if the target is not immune to magic or it can otherwise be landed normally.",Alt,10,Lower Resistance | Magic,Inquisitor
3,Minor Spellshield,"A magical shield encircles you, increasing your HP by 10, AC by 5, and Magic Resistance by 5.",Abj,10,+HP | +AC | Resist | Magic | (self only),Inquisitor
4,Kick,"Kicks your target, interrupting their casting, locking them out of that school of magic for 4 seconds.",Acr,Innate,Interrupt,Inquisitor
4,Spell Ward,"Shield your target with a spell ward, absorbing 25 Spell Damage received for 15 seconds.",Abj,20,Absorb Damage Shield,Inquisitor
4,Weapon Shield,"Shield yourself with a weapon, reducing your Physical Damage received by 5%.",Val,Innate,Damage Reduction | (self only),Inquisitor
5,Mesmerize,"Mesmerizes your target, putting them to Sleep for 30 seconds. There is a very small chance that the enemy target will forget about your aggression. This effect is removed by melee or spell damage.",Con,15,Mez | Aggro Reduction | (self only),Inquisitor
6,Silence,"Silences your target, preventing them from spellcasting for 6 seconds.",Alt,15,Interrupt,Inquisitor
7,Focused Concentration,"Greatly sharpen your concentration, granting you a 100% chance to continue casting through incoming melee attacks for 15 seconds.",Abj,Innate,Misc. | (self only),Inquisitor
7,Holy Protection,"Wards your target against the divine, increasing their Holy Resistance by 5 for 1 hour.",Abj,10,Resist | Holy,Inquisitor
8,Dominate the Mind,"Instantly charms your target, forcing them to fight for you for 1 minute.",Alt,50,Charm,Inquisitor
8,Incinerate Mana,Burns 20 Mana from your target at the cost of 8.,Alt,8,Mana Burn,Inquisitor
8,Mind Enervation,"Enervate your target, slowing their Casting Speed by 20% for 1 minute.",Alt,30,Slow,Inquisitor
8,Sense Magic,"Glaze the eyes of your target with a magical coating, granting them the ability to see magical effects when considering targets.",Div,20,Misc.,Inquisitor
9,Dispel Magic,Removes a harmful magical effect from your current target.,Alt,50,Cure | Magic,Inquisitor
10,Aura of the Inquisitive,"Envelop your group in an inquisitive aura, increasing their Mana Regeneration by 1 (L1) to 3 (L60).",Mit,Innate,Mana Regen | AURA,Inquisitor
10,Purifying Blow,"Unleashes a purifying blow on your target, dealing 150% Weapon Damage plus 1 (L1) to 20 (L60) Magic Damage and 1 (L1) to 20 (L60) Physical Damage. Additionally if the target is afflicted by any spell in the Magic Break line, dispels one of your target's beneficial buffs. Chance to trigger again if the target is afflicted with Slam Stun.",Mit,Innate,Direct Damage | Physical | Magic | Purge | Stun,Inquisitor
10,Scintillating Shock,"Shocks nearby enemies with bright lights, stunning them for 4 seconds. This ability shares a cooldown with other abilities in the same line.",Div,15,AoE | Stun,Inquisitor
11,Invisibility,Shrouds your target with Invisibility.,Div,20,Invisibility,Inquisitor
12,Haste,"Haste your target, increasing their Melee and Ranged Attack Speed by 10% (L4) to 15% (L16)",Alt,10,Melee Haste,Inquisitor
12,Mana Ward,"Shield your target with a mana ward, absorbing 60 Spell Damage received for 15 seconds.",Abj,50,Absorb Damage Shield,Inquisitor
12,Memory Fog,"Manipulate the mind of your target, giving a chance to forget past wrongdoings.",Alt,25,Aggro Reduction,Inquisitor
12,See Invisibility,"Glaze the eyes of your target with a magical coating, granting them the ability to see invisible entities.",Div,20,Misc.,Inquisitor
13,Lesser Spellshield,"A magical shield encircles you, increasing your HP by 25, AC by 10, and Magic Resistance by 10.",Abj,25,+HP | +AC | Resist | Magic | (self only),Inquisitor
14,Psychic Choke,"Choke your target, stunning them and dealing 1 Corruption Damage every second for 6 seconds.",Evo,40,Damage Over Time | Corruption | Stun,Inquisitor
15,Purge,"Purge your target, removing one beneficial effect.",Alt,20,Purge | Magic,Inquisitor
16,Minor Strength,Increases the Strength of a friendly target by 2 for 30 minutes.,Alt,5,+STR,Inquisitor
17,Deflect,"Deflect incoming spells, reducing your Spell Damage received by 40% for 30 seconds.",Mar,Innate,Damage Reduction | Magic | (self only),Inquisitor
18,Mana Burn,"Burns up to 90 Mana from your target, dealing damage equal to 75% of the amount of mana drained.",Evo,5,Direct Damage | Mana Burn,Inquisitor
19,Magic Splinter,"Splinters your target's resistance to the arcane, decreasing their Magic Resistance by 5 (L12) to 8 (L16)",Alt,25,Lower Resistance | Magic,Inquisitor
20,Torture,"Tortures your target's mental state, causing 60 points of Magic Damage and decreasing their Intelligence, Wisdom, Charisma, and Mana Regeneration by 5",Alt,85,Direct Damage | Magic | Stat Debuff,Inquisitor
21,Mind Fatigue,"Fatigue your target, slowing their Casting Speed by 30% for 1 minute.",Alt,90,Slow,Inquisitor
22,Magical Disruption Shell,"Bestows your group a magic disrupting shell, reducing spell damage taken by 75% for 15 seconds. This effect cannot be dispelled.",Alt,0,AoE | Damage Reduction,Inquisitor
23,Arcane Protection,"Surrounds a group member with a magically impenetrable shield, making them invulnerable to magic for 15 seconds. This spell inflicts Exhausted Soul upon expiration, preventing the application of immunity effects for 30 seconds.",Abj,15,Absorb Damage Shield,Inquisitor
23,Fell Mana,"Fell the mind of your target, depleting 180 Mana.",Abj,,Mana Burn,Inquisitor
24,Captivate,"Captivates your target, putting them to Sleep for 60 seconds. There is a small chance that the enemy target will forget about your aggression. This effect is removed by melee or spell damage.",Con,40,Mez | Aggro Reduction,Inquisitor
24,Magic Ward,"Shield your target with a mana ward, absorbing 250 Spell Damage received for 15 seconds.",Abj,165,Absorb Damage Shield,Inquisitor
25,Greater Purge,"Purge an enemy and up to 5 additional nearby targets, dispelling a magical effect, as well as all songs and immunities.",Alt,150,AoE | Purge | Magic,Inquisitor
26,Spellshield,"A magical shield encircles you, increasing your HP by 50, AC by 15, and Magic Resistance by 15.",Abj,50,+HP | +AC | Resist | Magic | (self only),Inquisitor
27,Mana Burn II,"Burns up to 125 Mana from your target, dealing damage equal to 75% of the amount of mana drained.",Abj,5,Direct Damage | Mana Burn,Inquisitor
28,Mandate of Silence,"Silence nearby targets, preventing them from casting spells for 6 seconds.",Alt,15,AoE | Interrupt,Inquisitor
31,Scintillating Stupor,"Shocks nearby enemies with bright lights, stunning them for 5 seconds. This ability shares a cooldown with other abilities in the same line.",Div,,AoE | Stun,Inquisitor
32,Adrenaline,"Haste your target, increasing their Melee and ranged Attack Speed by 30% (L16) to 40% (L32)",Alt,75,Melee Haste,Inquisitor
32,Lesser Strength,Increases the Strength of a friendly target by 5 for 30 minutes.,Alt,,+STR,Inquisitor
32,Traumatize,"Traumatizes your target's mental state, causing 150 points of Magic Damage and decreasing their Intelligence, Wisdom, Charisma, and Mana Regeneration by 10.",Alt,,Direct Damage | Magic | Stat Debuff,Inquisitor
36,Arcane Ward,"Shield your target with an arvane ward, absorbing 600 Spell Damage received for 15 seconds.",Abj,,Absorb Damage Shield,Inquisitor
36,Greater Spellshield,"A magical shield encircles you, increasing your HP by 75, AC by 20, and Magic Resistance by 20.",Abj,,+HP | +AC | Resist | Magic | (self only),Inquisitor
36,Mana Burn III,"Burns up to 165 Mana from your target, dealing damage equal to 75% of the amount of mana drained.",Abj,,Direct Damage | Mana Burn,Inquisitor
36,Mind Lethargy,"Lethargize your target, slowing their Casting Speed by 40% for 1 minute.",Alt,,Slow,Inquisitor
40,Magic Crack,"Cracks your target's resistance to the arcane, decreasing their Magic Resistance by 9 (L24) to 12 (L28). This spell is unresistable if the target is not immune to magic or it can otherwise be landed normally.",Alt,,Lower Resistance | Magic,Inquisitor
42,Hypnotize,"Hypnotizes your target, putting them to Sleep for 1 minutes and 30 seconds. There is a low chance that the enemy target will forget about your aggression.",Con,90,Mez | Aggro Reduction,Inquisitor
44,Anxiety,"Causes anxiety to your target's mental state, causing 225 points of Magic Damage and decreasing their Intelligence, Wisdom, Charisma, and Mana Regeneration by 15",Alt,,Direct Damage | Magic | Stat Debuff,Inquisitor
44,Explode Mana,"Explode the mind of your target, depleting 360 Mana.",Abj,,Mana Burn,Inquisitor
44,Holy Resistance,"Greatly wards your target from the arcane, increasing their Holy Resistance by 15",Abj,,Resist | Holy,Inquisitor
44,Magic Resistance,"Greatly wards your target from the arcane, increasing their Magic Resistance by 15",Abj,,Resist | Magic,Inquisitor
44,Mana Burn IV,"Burns up to 225 Mana from your target, dealing damage equal to 75% of the amount of mana drained.",Abj,,Direct Damage | Mana Burn,Inquisitor
48,Exceptional Spellshield,"A magical shield encircles you, increasing your HP by 100, AC by 25, and Magic Resistance by 25.",Abj,,+HP | +AC | Resist | Magic | (self only),Inquisitor
48,Mystical Ward,"Shield your target with a mystical ward, absorbing 800 Spell Damage received for 15 seconds.",Abj,,Absorb Damage Shield,Inquisitor
48,Rapidity,"Haste your target, increasing their Melee and Ranged Attack Speed by 50% (L32) to 55% (L48)",Alt,,Melee Haste,Inquisitor
48,Strength,Increases the Strength of a friendly target by 10 for 30 minutes.,Alt,,+STR,Inquisitor
52,Mana Burn V,"Burns up to 300 Mana from your target, dealing damage equal to 75% of the amount of mana drained.",Abj,,Direct Damage | Mana Burn,Inquisitor
55,Mind Debilitation,"Debilitate your target, slowing their Casting Speed by 50% for 1 minute.",Alt,,Slow,Inquisitor
56,Dread,"Causes dread to your target's mental state, causing 420 points of Magic Damage and decreasing their Intelligence, Wisdom, Charisma, and Mana Regeneration by 20.",Alt,,Direct Damage | Magic | Stat Debuff,Inquisitor
60,Arch Spellshield,"A magical shield encircles you, increasing your HP by 150, AC by 30, and Magic Resistance by 30.",Abj,,+HP | +AC | Resist | Magic | (self only),Inquisitor
60,Destroy Mana,"Destroy the mind of your target, depleting 540 Mana.",Abj,,Mana Burn,Inquisitor
60,Magic Fracture,"Fractures your target's resistance to the arcane, decreasing their Magic Resistance by 13 (L40) to 16 (L44). This spell is unresistable if the target is not immune to magic or it can otherwise be landed normally.",Alt,,Lower Resistance | Magic,Inquisitor
60,Mana Burn VI,"Burns up to 400 Mana from your target, dealing damage equal to 75% of the amount of mana drained.",Abj,,Direct Damage | Mana Burn,Inquisitor
60,Scintillation,"Shocks nearby enemies with bright lights, stunning them for 6 seconds. This ability shares a cooldown with other abilities in the same line.",Div,,AoE | Stun,Inquisitor
1,Aura of the Pious,"Surrounds you and your group in an aura of piousness, increasing AC by 1 (L1) to 30 (L60)",Abj,Innate,+AC | AURA,Paladin
1,Poison Protection,"Wards your target from toxins, increasing their Poison Resistance by 5",Abj,10,Resist | Poison,Paladin
1,Taunt,"Taunt your target, causing them to focus their attacks on you. Triggers cooldown of Martial abilities.",Mar,Innate,Taunt,Paladin
1,Shoot,Shoot your target with a bow. (requires bow & arrows),Mar,Innate,Direct Damage | Physical,Paladin
1,Slam,"Forcefully slam your target, dealing 100% Weapon Damage plus 1 (L1) to 20 (L60) Physical Damage, and increasing your Threat by 20 (L1) to 200 (L60). Has a chance to stun from behind the target.",Mit,Innate,Direct Damage | Physical | Aggro Gen | Stun,Paladin
1,Weak Heal,"Weakly heals the wounds of a friendly target, healing them for 6 Health.",Alt,7,Direct Heal,Paladin
2,Supplication,"Cry out in prayer, increasing your Strength by 2 (L1) to 10 (L20) and Mana Regeneration by 1 for 1 minute.",Abj,3,+STR | Mana Regen,Paladin
3,Cure Disease,Cures target of disease effects,Alt,10,Cure | Disease,Paladin
4,Kick,"Interrupting target cast, locking them out of that school of magic for 4 seconds.",Acr,Innate,Interrupt,Paladin
4,Minor Heal,"Slightly heals the wounds of a friendly target, healing them for 10 Health.",Alt,8,Direct Heal,Paladin
4,Weapon Shield,"Activate to use your weapon to help shield attacks, reducing damage against you by 5%.",Val,Innate,Damage Reduction | (self only),Paladin
5,Placate,"Placates an aggressive target, greatly reducing the range of their social and proximity aggro for 2 minutes. Has no effect on an already aggroed target. This ability has a slight chance to fail and cause primary and social aggro. It also has a slight chance of ending early.",Alt,10,Pacify,Paladin
6,Invisibility versus Undead,Shrouds your target with invisibility versus undead.,Div,10,Invisibility | (undead only),Paladin
7,Focused Concentration,"Greatly shapen your concentration, granting you a 100% chance to continue casting through incoming melee attacks for 15 seconds.",Mit,Innate,Misc. | (self only),Paladin
7,Shield Toss,"Tosses a holy shield at an enemy, interrupting their spellcasting and 2 other nearby targets as the shield ricochets within 8 meters. Requires a Shield in your inventory or equipped.",Mit,Innate,AoE | Interrupt,Paladin
8,Fear the Dead,"Fears an undead target, causing them to run away in terror. Damage has a small chance to break this effect early.",Alt,15,Fear | (undead only),Paladin
8,Holy Fortitude,Increases the Max Hitpoints of a friendly target by 10 (L1) to 20 (L8).,Abj,10,+HP,Paladin
8,Lesser Heal,"Lightly heals the wounds of a friendly target, healing them for 25 Health.",Alt,20,Direct Heal,Paladin
8,Lay on Hands,"Blesses a friendly target with a healing touch, healing them for 10000 Health.",Alt,0,Direct Heal,Paladin
9,Blind,Blind your target for 12 seconds.,Div,,Blind,Paladin
10,Cure Poison,Cures target of poison effects,Alt,10,Cure | Poison,Paladin
10,Restorative Smite,"Your weapon unleashes holy energy, dealing 150% Weapon Damage plus 1 (L1) to 20 (L60) Holy Damage and 1 (L1) to 20 (L60) Physical Damage. Additionally, if this ability lands a killing blow, restore 1 (L1) to 40 (L60) Health to your group. This ability has a chance to trigger again if the target is afflicted with Slam Stun.",Mit,Innate,Direct Damage | Physical | Holy | Stun | Direct Heal | AoE,Paladin
11,Disease Protection,"Wards your target from sickness, increasing their Disease Resistance by 5.",Abj,10,Resist | Disease,Paladin
12,Ancient Guardian,"Summons a holy, ancient guardian to assist you in battle. The ancient guardian heals you and other friendly targets. Persists for 30 seconds, or until death of pet or master.",Alt,,Heal Over Time,Paladin
12,Placate the Masses,"Placates your target, reducing their Body Aggro Radius for 2 minutes.",Alt,,Pacify,Paladin
12,Ward the Dead,Wards an undead target with holy energy for 30 points of Holy Damage.,Evo,25,Direct Damage | Holy | (undead only),Paladin
13,Corruption Protection,"Wards your target from subversion, increasing their Corruption Resistance by 5.",Abj,10,Resist | Corruption,Paladin
14,Snare the Dead,"Holy energy erupts from the ground and cling to your target's feet, decreasing their Movement Speed by 35% for 30 seconds.",Alt,10,Snare,Paladin
15,Unleash the Light,"Unleash blinding holy light, mesmerizing up to 10 targets in ta frontal cone for 6 seconds.",Div,,AoE | Stun,Paladin
16,Heal,"Moderately heals the wounds of a friendly target, healing them for 70 Health.",Alt,40,Direct Heal,Paladin
16,Mark of the Crusader,"Apply a Mark of the Crusader on an enemy target, which has a high chance of healing friendly targets who attack the marked target for 1 (L1) to 6 (L60) Health, and removing the enemy target's Damage Shield. Lasts 30 seconds. Only Primary Hand and Ranged Attacks can proc the Mark of the Crusader healing.",Abj,10,Lifesteal | Purge | Magic,Paladin
17,Deflect,"Deflect magical attacks, reducing incoming Magic Damage dealt to you by 40% for 30 seconds.",Mar,Innate,Damage Reduction | Magic | (self only),Paladin
18,Root,"Roots emerge from the ground and cling to your target's feet, applying an Immobilize effect for 30 seconds. This effect has a chance to be removed by Damage or end early.",Alt,15,Root,Paladin
19,Appease,"Appease your target, reducing their Aggro Radius for 2 minutes. This spell has a very slight chance to end early.",Alt,15,Pacify,Paladin
20,Appease the Masses,"Appeases your target, reducing their Body Aggro Radius for 3 minutes.",Alt,,Pacify,Paladin
20,Cleanse Diseases,Cures target of two disease effects,Alt,50,Cure | Disease,Paladin
20,Cleanse Poisons,Cures target of two poison effects,Alt,50,Cure | Poison,Paladin
20,Divine Aegis,"Surrounds the caster with an impenetrable divine aegis, making them invulnerable to all attacks for 15 seconds. Also grants Exhausted Soul, preventing you from receiving another immunity buff for 1 minute. Can by used while Stunned, Mesmerized, and Feared.",Abj,60,Damage Reduction | Absorb Damage Shield | (self only),Paladin
20,Holy Focus,Increases the maximum Health of a friendly target by 50 for 30 minutes.,Abj,50,+HP,Paladin
21,Blessing of Sanctuary,"Bless your group with sanctuary, reducing all damage received by 20% for 20 seconds. This spell inflicts Recently Exhausted upon expiration, preventing reapplication of this effect for 20 minutes.",Abj,,AoE | Damage Reduction,Paladin
24,Beset the Dead,Wards an undead target with holy energy for 90 points of Holy Damage.,Evo,50,Direct Damage | Holy | (undead only),Paladin
24,Stun,"Shocks your target, applying a Stun for 4 seconds.",Evo,15,Stun,Paladin
28,Holy Valor,Increases the maximum health of a friendly target by 125 for 30 minutes.,Abj,75,+HP,Paladin
29,Greater Heal,"Greatly heals the wounds of a friendly target, healing them for 325 Health.",Alt,150,Direct Heal,Paladin
30,Supplication II,"Cry out in prayer, increasing your Strength by 15 (L20) to 25 (L40) and Mana Regeneration by 2 for 1 minute.",Abj,6,+STR | Mana Regen,Paladin
32,Conciliate,"Conciliate your target, reducing their Aggro Radius for 2 minutes. This spell has a very slight chance to end early.",Alt,15,Pacify,Paladin
36,Conciliate the Masses,"Conciliate your target, reducing their Body Aggro Radius for 4 minutes.",Alt,,Pacify,Paladin
36,Rebuff the Dead,Wards an undead target with holy energy for 150 points of Holy Damage.,Evo,,Direct Damage | Holy | (undead only),Paladin
40,Holy Resilience,Increases the maximum Health of a friendly target by 175 for 30 minutes.,Abj,100,+HP,Paladin
44,Resuscitation,"Resuscitate a target corpse, restoring 35% experience. This spell inflicts Resurrection Illness on the target, reducing all of their stats for 3 minutes.",Alt,,Resurrection,Paladin
44,Corruption Resistance,"Greatly wards your target from subversion, increasing their Corruption Resistance by 15.",Abj,10,Resist | Corruption,Paladin
44,Disease Resistance,"Greatly wards your target from sickness, increasing their Disease Resistance by 15.",Abj,10,Resist | Disease,Paladin
44,Poison Resistance,"Greatly wards your target from toxins, increasing their Poison Resistance by 15.",Abj,10,Resist | Poison,Paladin
48,Beleaguer the Dead,Wards an undead target with holy energy for 245 points of Holy Damage.,Evo,,Direct Damage | Holy | (undead only),Paladin
50,Exceptional Heal,"Exceptionally heals the wounds of a friendly target, healing them for 600 Health.",Alt,230,Direct Heal,Paladin
50,Supplication III,"Cry out in prayer, increasing your Strength by 30 (L40) to 40 (L60) and Mana Regeneration by 3 for 1 minute.",Abj,,+STR | Mana Regen,Paladin
51,Propitiate,"Propitiate your target, reducing their Aggro Radius for 2 minutes. This spell has a very slight chance to end early.",Alt,15,Pacify,Paladin
52,Holy Resolve,Increases the maximum Health of a friendly target by 500 for 30 minutes.,Abj,150,+HP,Paladin
55,Abolish Magic,Removes two harmful magical effects from your current target.,Alt,100,Cure | Magic,Paladin
56,Propitiate the Masses,"Propitiate your target, reducing their Body Aggro Radius for 5 minutes.",Alt,,Pacify,Paladin
56,Reawaken,"Reawaken a target corpse, restoring 50% experience. This spell inflicts Resurrection Illness on the target, reducing all of their stats for 3 minutes.",Alt,,Resurrection,Paladin
60,Assail the Dead,Wards an undead target with holy energy for 525 points of Holy Damage.,Evo,,Direct Damage | Holy | (undead only),Paladin
60,Divine Spark,"Grants Divine Spark to your target, increasing their maximum Health by 250 for 30 minutes.",Abj,,+HP,Paladin
60,Supplication IV,"Cry out in prayer, increasing your Strength by 50 and Mana Regeneration by 4 for 1 minute.",Abj,,+STR | Mana Regen,Paladin
1,Aura of Vampirism,"An aura which causes the Melee and Ranged attacks of your group to have a chance to drain life from your enemies, dealing 1 (L1) to 30 (L60) damage and healing.",Alt,Innate,Lifesteal | AURA,Shadow Knight
1,Draw Strength,"Draws the Strength of an enemy target, reducing their Strength by 2 and increasing your own Strength by 2 for 5 minutes.",Alt,5,Stat Debuff | +STR | (self only),Shadow Knight
1,Locate Corpse,Locates a target player's nearest corpse.,Div,5,Misc.,Shadow Knight
1,Polar Align: North,Magically faces caster North.,Div,5,Misc. | (self only),Shadow Knight
1,Shoot,Shoots your target with a bow.(requires bow & arrows),Mar,Innate,Direct Damage | Physical,Shadow Knight
1,Slam,"Forcefully slam your target, dealing 100% Weapon Damage plus 1 (L1) to 20 (L60) Physical Damage, and increasing your Threat by 20 (L1) to 200 (L60). Has a chance to stun from behind the target.",Mit,Innate,Direct Damage | Physical | Aggro Gen | Stun,Shadow Knight
1,Taunt,"Taunt your target, causing them to focus their attacks on you. Triggers cooldown of Martial abilities.",Mar,Innate,Taunt,Shadow Knight
2,Life Drain,"Drains your target's life force, dealing 3 (L1) to 5 (L4) damage and healing you for the same amount.",Evo,8,Direct Damage | Corruption | Lifetap,Shadow Knight
2,Spirit Break,"Breaks your target's resistance to the spirits, decreasing their Corruption, Holy, and Magic Resistance by 1 (L1) to 2 (L8). This spell is unresistable if the target is not immune to magic or it can otherwise be landed normally.",Alt,10,Lower Resistance | Corruption | Holy | Magic,Shadow Knight
3,Noxious Deluge,"Showers your target in a noxious deluge, dealing 5 Poison Damage and an additional 2 Poison Damage every 6 seconds for 30 seconds.",Conj,10,Direct Damage | Damage Over Time | Poison,Shadow Knight
4,Kick,"Kicks your target, interrupting their casting, locking them out of that school of magic for 4 seconds.",Acr,Innate,Interrupt,Shadow Knight
4,Weapon Shield,"Activate to use your weapon to help shield attacks, reducing damage against you by 5%.",Val,Innate,Damage Reduction | (self only),Shadow Knight
